一盘象棋下三下	棋逢对手
雪人见太阳	为时不久
扫帚疙瘩倒个个儿	没大没小
敞开锅子炒玉米	乱蹦乱跳
大虾跳在油锅里	该死
梦里坐朝廷	高兴一时是一时
比干宰相	无心
粗瓷茶碗	不能细雕
��牛不握架	怂馕子
剃头不给钱	昏头昏脑 混头混脑
圪绦虫挖奔子	偎偎不动
小孩放鞭炮	新鲜 又喜又怕
麻袋包装锥子	露了尖
罐子里装扁食	饭桶
老鹅觅螺不出声	伪装老实
一步楼	厕所
猴儿吃芥茉	翻白眼
狗吃螺丝壳	不吃掉不落
一锤打在棉堆上	没响 没想
隔着料吃草	混牛
程咬金三斧头	头三下子狠 开头凶
屎壳郎跑到炭篓里	不动弹显不出黑 不动弹显不着黑
船上撑伞	没天没地
老母猪巴搭嘴	要糟
花户布喇	各色
双喜则乃比斗	始终不神服
罐子掉了底	汉川
用石头砸自己的脚	自作自受
卖东瓜买西瓜	大去大来
懒汉种田	望明年 望来年
十不全上任	秃瘸瞎拐
蛐蟮爬石条	专走硬路
猪拱鸡窝	鸡飞蛋打
卖豆芽不带秤	乱抓
孔夫子尻子上别火镰	做君子防不燃 做君子防不然
黑瞎子蹲庙台	装象 装相 熊象 熊相
老太婆住高楼	上下两难
甘蔗当火筒	一节也不通
脑门上长瘤	额外负担
怀孕十月	升啦 生啦
盲佬吃云吞	心中有数
鸳鸯睡觉	交颈而眠
沙地人讲话	白肠白肚
缺腿的狐狸	没跑
羊群里拾来一只狼	遭后祸
妓女逛窑子	虚情假意 照顾自家人
扁担插进桥孔里	既不敢担,也担不起 担不起 一来不敢担,二来担不起
水爬虫变蜻蜓	一步登天 干脱身
驴粪蛋上滚白糖	内里坏
膝盖上钉马掌	离题太远 离蹄太远 不对题 不对蹄
母猪遛土豆	全凭一张嘴 全仗嘴
自行车走水泥马路	没辙
提起来的竹篙	眼泪汪汪向江河
如来佛出虚恭	好神气 神气
碾坨上挂气球	哪头轻哪头重,心里有数
大闺女祈祷	句句心里话
老鼠翻进白米缸	吃用勿
阎罗王搭鬼商量	鬼话鬼话
挂起犁杖当钟敲	穷得叮当响 穷得丁当响
闭着眼睛捉田螺	瞎摸一气
麦田里的狗尾草	良莠不齐
二更梆子打两下	没错 没有错
猎人出门遇上兔子出窝	巧得很 巧极了
带崽的山猪	恶过虎
叫化子吵嘴	穷嚼
堂屋打连枷	看上又看下
菩萨的胸膛	没心肝 没心没肝
老坟场儿里唱大戏	鬼看
棺材铺老板咬牙	恨人不死
猴吃核桃	满砸
蒺藜果	小刺儿头
强叫老鹰学百灵叫	叫不出来
潭柘寺的和尚	没数 没数儿
老猪婆撒屎石糟里	自害自身
一根筷的吃藕根	钻窟窟儿咧
大吵大闹	喊黄溅天
向太阳吐唾沫	顶不了雨
唐三藏的扁担	担惊 担经
细皮嫩	肉
好汉造反	逼上梁山
下棋的小卒儿	叫到哪就到哪 叫到哪,就到哪
相差无几	大同
蚊子腹中刳脂油	没多大油水 油水不大 没有油水
吃了白饭就拉屎	一根肚肠通到底
脑门生疮	坏到顶
豆腐渣子炒藕	糊眼子的事
下雨天不打伞	吝啬 淋湿
老鸦晒粪	用嘴拨
合金钢的钻头	专打硬仗的角色
作梦上花轿	想美事儿
老鼠蹭呐米缸里去	又想吃,又想走
老鼠爬冰凌	又尖又滑
红薯进灶	该煨
枯庙里的旗杆	独一根 独一无二
落蒂的甜瓜	熟透了
老虎卧马圈里	马马虎虎
和尚手里的木鱼	天生挨揍的货
门上里封条	扯不里
跛子打围	坐着喊 坐地呐喊
哈巴狗见了主子	俯首贴耳
冰上站人	久不了
额头上生疖子	触眉头 触霉头 坏到顶了
扛捞绞进庙	劳神 捞神
属沙枣红柳骆驼刺的	越是沙漠越活得好
纸角装盐	包涵 包咸
猴儿不上竿	硬敲锣 多敲几声锣 只用多敲锣
狗啃石狮子	不可思议
抱着火炉拉家常	句句暖心窝
扑乞者	展威风
山壁虎断尾巴	迷惑人
判官的肚子	鬼心肠
大头猫儿作揖	老虎拜 老腐败
一锹挖了个井	捅打在正经的地方上了
一个眼里母猪	瞎壳篓 瞎嗑喽
搬起楼梯上天	无门
眉毛勿遮风	意思意思
蘸了汽油的柴木	一点就着
粘豆粥糊锅	难铲 难产 难�a
小母牛做坦克	牛逼轰轰
裁缝戴眼镜	见缝插针 纫针 认真 以身作则
阎王爷扯谎	骗鬼
螃蟹落在芥菜上	不上不下 上不上,下不下
抱着金砖咽气	舍命不舍财 爱财舍命
糟鼻子吃酒	枉担其名
促织不吃癞虾蟆肉	都是一锹土上人
鳝鱼进毫子	只进不出
厨师做菜	油盐在先 有言在先
失意人逢得喜事	一番欢喜一番愁
一只糊钻刺包笼	还想那只眼睛瞎
另搭台子另唱戏	从头来 从头学起
光腚钻草堆	自己献丑
麦秆儿做眉毛	空不过
四金刚把橹	大推扳
擦上胭脂进棺材	死要面子
芝麻里个黄豆	独大
二小子买画	一样一张
女儿国招驸马	一厢情愿
癞肚子爬在脚背上	不咬人,狞人
一手抓癞,一手抓疮	有两手抓
麻雀躲在牌坊上	东西不大,架子倒不小
公园里看灯展	走着瞧
摆子老竹竿	一老一实
水湾里照影子	倒过来
百年松当烧柴	大材小用 屈材 屈才
串亲戚拿个屁	没那一礼 没那一理
眉字头	八
和尚勿吃荤	肚里有素 肚里有数
满头稻黍花	土气太大
香椿拌豆腐	一清二白 一青二白
南瓜花摊蛋皮	对色
狗不咬家人	是亲三分向
粘粥锅里煮皮球	说是糊涂蛋还有一肚子气
半路上新闻	道听途说
陈年的芝麻	没得用
云里长胡子	空虚 空须
动物园里的野兽	打不得
光着脚板踩玻璃碴儿	走险
老驴推磨	不离老地方
夜壶里出烟	臊气劲儿
丰都城里唱大戏	鬼听
花岗石脑壳	不开窍
十一只鞋子打掌	分不出五阴六阳
壁虎的尾巴	活的 节节活
双脚踩在棉花堆上	不踏实地 也不敢迈步 不踏实
下暴雨泼污水	销赃 消脏
蛤蟆充田鸡	差得远
屎壳郎喝糖水	嘴变甜了
裤带拴银柜	钱上取齐
叫花子搭车	往哪去都顺路
猫儿抓老鼠	祖传手艺 本能 祖传秘方
老鼠拉绳子	不知从哪头咬
二十里不换肩	抬杠的能手
小偷搓泥球	贼圆
南院门的乡约	尥方紧张
半夜开门	郎回
玻璃建房	八面见光
丫鬟拿钥匙	当家不做主
粪缸盖上搭凉棚	臭架子
火星爷的耳巴子	热手
大门口挂粪桶	臭名在外
小猪鼻子	有点儿圆 有点儿缘
小车卧倒	翻儿了
三钱买个筛子	眼不好
大年三十晚上熬稀粥	年关难过
冷口哺热食	正好
小学生不认识加号	十字
狗咬猪屎胞	一场空欢喜
莲藕不切节	两头都不通
猫儿谈情	怪叫
六月里借扇	不识时务
吕太后的宴席	不好进口 不是轻易吃得的
粪池头槛爿	抵急
黄河水	难清 倒不完 难请 道不完
古戏装	华而不实
清水�づＦ�	无紧无慢
汪精卫炒韭菜	汉奸造谣 汉奸造肴
耗子掉进拌种箱	上上下下老打转 上下打转 无处奔
叫花子死了大张嘴	穷语未尽 穷语噜嗦
裤裆的虱子	拉球上跑也
炊事员拍屁股	坏了菜
火罐柿树结板柿	柿大了 事大了
屙屎放屁	有虚有实
围桶起波浪	发了屁眼风
割下个锅盖没梁子	哪里来的拍拍匠
火柴棍搭桥	难过 不成
脚盆里和面	不知香臭 闻不着香臭
粉皮耳朵	不顶用
傻子抽水烟	连吃带喝
枣核掉油桶	又尖又滑
隔墙相媳妇	不知好歹 好歹不分
要甜的拿糖碗,要酸的拿醋罐	一行是一行
送行的饺子,洗尘的面	费事也得包
寒冬腊月吃冰棍儿	凉透了
山头打虎	高名在外 大名在外
罐子掉了鼻儿	别提了
卖枣里碰见卖碗里	早早晚晚 枣枣碗碗
鸭子住在大树上	笨鸟上高枝
张满风的帆船	好大的力气 劲大 劲不小
顶风拉屎,顺风打旗	两边倒
罐子里栽莲花	沤死了 藕死了
小吖滴鸡鸡	越捞越硬
崇祯后期	大势已去
卖鸡的同卖鸭的	大伙同行
双马碌碡单马拉	一个顶俩
孤舟出海	敢冒风险
屎壳螂爬到桑叶上	吐不出好丝来
三斤面包个饺子	好大的面皮 皮厚
背篼里摇铜铃	乱想 乱响
枣核子解板	没拉头 没啦头 没几句 没几锯 两句 两锯 搁不住锯 搁不住句
顺水行船	趁方便
木匠打儿媳妇	有尺寸
铺盖头听广播	自得其乐
秀才碰到兵	有理说勿清 有理说不清 有理讲不清
卖煎饼果子的跌跤	乱套了
乱线团掉刺窝	难理清
筷子上穿线	无眼
出头的疖子	好得快
外国人照合影相	洋相不少
坐着飞机想上月球	心比天高
屎克螂跟着屁哄哄	虚的实的都没捞到
老酒店	差不了壶
厕所里七瓜子	出大头子,进小头子
拳头劈砖头	硬功夫
冰冻豆腐	太冷淡
一口吞五十只麻雀	百爪挠心
瘤火腿子遭蛇咬	总是个肿
卖梨膏的盖楼	得几年熬 熬的
